id x y z
142 0.019612807 0.102026657 0.000000000
143 0.008369448 0.012572901 0.000000000
144 0.113045105 0.080231406 0.000000000
145 0.109341428 0.088974143 0.000000000
146 0.036419750 0.032263868 0.000000000
147 0.105885496 0.017918284 0.000000000
148 0.069764782 0.118731977 0.000000000
149 0.027246222 0.048208644 0.000000000
150 0.023214068 0.060888840 0.000000000
151 0.007125744 0.114698212 0.000000000
152 0.118139417 0.115398899 0.000000000
153 0.111104814 0.058556360 0.000000000
154 0.077402656 0.078567958 0.000000000
155 0.002040858 0.041511277 0.000000000
156 0.050477227 0.124072674 0.000000000
157 0.045551558 0.028238098 0.000000000
158 0.078953977 0.075644026 0.000000000
159 0.081865121 0.085076769 0.000000000
160 0.066790682 0.004731495 0.000000000
161 0.077947411 0.022452133 0.000000000
162 0.066034715 0.030651442 0.000000000
163 0.088756676 0.112735399 0.000000000
164 0.084303244 0.089193622 0.000000000
165 0.021087743 0.001432946 0.000000000
166 0.100038828 0.075554664 0.000000000
167 0.018299341 0.028549059 0.000000000
168 0.040954444 0.115116737 0.000000000
169 0.098075525 0.081970599 0.000000000
170 0.070342921 0.083088129 0.000000000
171 0.064176667 0.050825646 0.000000000
172 0.082524663 0.094614818 0.000000000
173 0.024309507 0.100741415 0.000000000
174 0.072122956 0.075137627 0.000000000
175 0.016589317 0.053613639 0.000000000
176 0.046704941 0.056806618 0.000000000
177 0.038708168 0.078011282 0.000000000
178 0.059911538 0.125238405 0.000000000
179 0.055815362 0.117105985 0.000000000
180 0.050540696 0.094318412 0.000000000
181 0.116940647 0.018231579 0.000000000
182 0.058575521 0.052203352 0.000000000
183 0.004064124 0.003115026 0.000000000
184 0.102884551 0.104576663 0.000000000
185 0.101564274 0.031064557 0.000000000
186 0.092502858 0.119715347 0.000000000
187 0.065324873 0.054704908 0.000000000
188 0.125602740 0.090298845 0.000000000
189 0.068727090 0.015147043 0.000000000
190 0.018997730 0.025333932 0.000000000
191 0.026923604 0.003965359 0.000000000
192 0.019804699 0.113205056 0.000000000
193 0.055373691 0.062641141 0.000000000
194 0.034509400 0.084140670 0.000000000
195 0.066300741 0.001520070 0.000000000
196 0.013878557 0.043872459 0.000000000
197 0.017627565 0.118515983 0.000000000
198 0.075855630 0.031939889 0.000000000
199 0.015454943 0.011422664 0.000000000
200 0.127211509 0.001325869 0.000000000
201 0.059937440 0.028144505 0.000000000
202 0.056142911 0.022127564 0.000000000
203 0.097096674 0.001044454 0.000000000
204 0.031762643 0.041896424 0.000000000
205 0.066518323 0.040950088 0.000000000
206 0.005813424 0.065972331 0.000000000
207 0.051498418 0.037388561 0.000000000
208 0.111924289 0.114673427 0.000000000
209 0.027044915 0.060034872 0.000000000
210 0.113431548 0.002106608 0.000000000
211 0.023186837 0.073615870 0.000000000
212 0.049994947 0.102188031 0.000000000
213 0.006654485 0.068296995 0.000000000
214 0.020649093 0.118511320 0.000000000
215 0.096127418 0.084819450 0.000000000
216 0.102486234 0.002198850 0.000000000
217 0.079419072 0.114518472 0.000000000
218 0.050585465 0.033718577 0.000000000
219 0.009046253 0.058427258 0.000000000
220 0.011511101 0.109446197 0.000000000
221 0.109503496 0.070540136 0.000000000
222 0.095616981 0.075778507 0.000000000
223 0.063300162 0.125371366 0.000000000
224 0.050845954 0.000977189 0.000000000
225 0.072595777 0.109019888 0.000000000
226 0.079802712 0.015391642 0.000000000
227 0.028843791 0.084722678 0.000000000
228 0.052955058 0.011590529 0.000000000
229 0.036659901 0.066627124 0.000000000
230 0.105952154 0.067075835 0.000000000
231 0.064113606 0.106713238 0.000000000
232 0.057351768 0.079567295 0.000000000
233 0.064194324 0.016145183 0.000000000
234 0.011157864 0.038593563 0.000000000
235 0.113543446 0.091288655 0.000000000
236 0.030627142 0.117783045 0.000000000
237 0.066528091 0.000245864 0.000000000
238 0.061278064 0.094196476 0.000000000
239 0.113309571 0.093956242 0.000000000
240 0.093060973 0.018584063 0.000000000
241 0.072712775 0.055155845 0.000000000
242 0.109449892 0.123526383 0.000000000
243 0.014913812 0.093265783 0.000000000
244 0.037200324 0.117871212 0.000000000
245 0.030230086 0.045086924 0.000000000
246 0.125192174 0.087840684 0.000000000
247 0.098943027 0.074915790 0.000000000
248 0.064940537 0.010425114 0.000000000
249 0.097428931 0.056152809 0.000000000
250 0.013157074 0.026619411 0.000000000
251 0.081600671 0.013599361 0.000000000
252 0.100840963 0.072011871 0.000000000
253 0.029479473 0.018446141 0.000000000
254 0.049383366 0.015018879 0.000000000
255 0.069296306 0.124423196 0.000000000
256 0.021973167 0.112919986 0.000000000
257 0.064755294 0.110357298 0.000000000
258 0.010268348 0.040570516 0.000000000
259 0.090738902 0.102322403 0.000000000
260 0.050060502 0.064942602 0.000000000
261 0.009708799 0.016954202 0.000000000
262 0.059292848 0.024569517 0.000000000
263 0.094887803 0.054752224 0.000000000
264 0.030247027 0.064644421 0.000000000
265 0.015374521 0.101192633 0.000000000
266 0.054495502 0.084724229 0.000000000
267 0.003796922 0.039500331 0.000000000
268 0.086285572 0.065519185 0.000000000
269 0.084300957 0.022968998 0.000000000
270 0.027558492 0.035783651 0.000000000
271 0.026315274 0.097032514 0.000000000
272 0.001916627 0.124704103 0.000000000
273 0.094523689 0.050425303 0.000000000
274 0.072873938 0.045236745 0.000000000
275 0.046022427 0.009973476 0.000000000
276 0.059086885 0.002683089 0.000000000
277 0.084673636 0.041334562 0.000000000
278 0.125542940 0.084288420 0.000000000
279 0.083910687 0.092858662 0.000000000
280 0.006085285 0.020294649 0.000000000
281 0.123620330 0.057441481 0.000000000
282 0.057113565 0.056844381 0.000000000
283 0.011421387 0.052118974 0.000000000
284 0.077955223 0.046326218 0.000000000
285 0.028226051 0.024433411 0.000000000
286 0.075120802 0.036523518 0.000000000
287 0.079934685 0.011694535 0.000000000
288 0.052539726 0.117653624 0.000000000
289 0.123623122 0.043963239 0.000000000
290 0.045967259 0.006971618 0.000000000
291 0.080757237 0.073944268 0.000000000
292 0.008337505 0.117327038 0.000000000
293 0.044767048 0.089997089 0.000000000
294 0.002615063 0.091286085 0.000000000
295 0.041930312 0.069281247 0.000000000
296 0.058120880 0.004907182 0.000000000
297 0.122853826 0.060282323 0.000000000
298 0.025066952 0.074087453 0.000000000
299 0.095144204 0.105627666 0.000000000
300 0.027935017 0.042302780 0.000000000
301 0.012828971 0.074718714 0.000000000
302 0.068560668 0.057417451 0.000000000
303 0.004272157 0.008169223 0.000000000
304 0.114060854 0.076753154 0.000000000
305 0.024080719 0.103395315 0.000000000
306 0.038234102 0.063123325 0.000000000
307 0.112955184 0.116017326 0.000000000
308 0.094274921 0.101626870 0.000000000
309 0.032317285 0.058297381 0.000000000
310 0.115816432 0.018842341 0.000000000
311 0.027999964 0.077089206 0.000000000
312 0.011767012 0.019832211 0.000000000
313 0.108204270 0.028853774 0.000000000
314 0.067374605 0.036209413 0.000000000
315 0.105195677 0.109652507 0.000000000
316 0.029979732 0.050600963 0.000000000
317 0.060158273 0.017175391 0.000000000
318 0.021645875 0.026533616 0.000000000
319 0.044540698 0.002630904 0.000000000
320 0.098367369 0.123514133 0.000000000
321 0.042645573 0.097330043 0.000000000
322 0.113493442 0.110733946 0.000000000
323 0.099510876 0.105894131 0.000000000
324 0.112402254 0.058065815 0.000000000
325 0.004665826 0.091018208 0.000000000
326 0.100059449 0.018157616 0.000000000
327 0.109326791 0.093452008 0.000000000
328 0.053031953 0.031326939 0.000000000
329 0.056309642 0.089388204 0.000000000
330 0.013438484 0.016686508 0.000000000
331 0.053699341 0.080319228 0.000000000
332 0.030691826 0.036892455 0.000000000
333 0.090880529 0.051713983 0.000000000
334 0.097314346 0.052377681 0.000000000
335 0.101338916 0.011511725 0.000000000
336 0.015939647 0.119867251 0.000000000
337 0.059845997 0.010671504 0.000000000
338 0.019730832 0.123868364 0.000000000
339 0.038663712 0.092986329 0.000000000
340 0.074630657 0.046687379 0.000000000
341 0.007130002 0.009147990 0.000000000
342 0.033910732 0.028343233 0.000000000
343 0.009272882 0.079270950 0.000000000
344 0.027181200 0.078063249 0.000000000
345 0.111901223 0.071189239 0.000000000
346 0.021407905 0.041691818 0.000000000
347 0.101864521 0.069728371 0.000000000
348 0.048831660 0.035644045 0.000000000
349 0.088027707 0.077582862 0.000000000
350 0.055700106 0.015298184 0.000000000
351 0.000010433 0.100885742 0.000000000
352 0.075035119 0.106709489 0.000000000
353 0.069229844 0.010682284 0.000000000
354 0.028485893 0.048511635 0.000000000
355 0.124294124 0.084146061 0.000000000
356 0.082228862 0.036512161 0.000000000
357 0.108305177 0.063371376 0.000000000
358 0.096039906 0.066476755 0.000000000
359 0.009859469 0.015677667 0.000000000
360 0.069180669 0.090282058 0.000000000
361 0.014197678 0.021667770 0.000000000
362 0.025534739 0.116889440 0.000000000
363 0.120436667 0.011122569 0.000000000
364 0.113430582 0.097447743 0.000000000
365 0.058071471 0.108970215 0.000000000
366 0.079353043 0.067513154 0.000000000
367 0.015577480 0.006324712 0.000000000
368 0.026970671 0.024650913 0.000000000
369 0.047780426 0.009848018 0.000000000
370 0.101460060 0.064778693 0.000000000
371 0.115982347 0.059415614 0.000000000
372 0.084078952 0.015845401 0.000000000
373 0.064500893 0.013248578 0.000000000
374 0.035731063 0.092854418 0.000000000
375 0.097058660 0.107288793 0.000000000
376 0.037878086 0.057147938 0.000000000
377 0.090915430 0.075729463 0.000000000
378 0.078431455 0.054610615 0.000000000
379 0.119124571 0.011946335 0.000000000
380 0.031753712 0.115525781 0.000000000
381 0.009384673 0.004235101 0.000000000
382 0.099060238 0.028488777 0.000000000
383 0.009860074 0.103394780 0.000000000
384 0.023603536 0.001665039 0.000000000
385 0.093426120 0.075499180 0.000000000
386 0.039721561 0.016258028 0.000000000
387 0.075107252 0.090202083 0.000000000
388 0.093965249 0.097975814 0.000000000
389 0.050112243 0.016068051 0.000000000
390 0.105514107 0.036659026 0.000000000
391 0.055595253 0.087989121 0.000000000
392 0.003156470 0.095038571 0.000000000
393 0.108703470 0.105267589 0.000000000
394 0.044705530 0.117778177 0.000000000
395 0.030367975 0.110665560 0.000000000
396 0.042455455 0.075429573 0.000000000
397 0.102411172 0.084780569 0.000000000
398 0.008746644 0.061321880 0.000000000
399 0.125232229 0.028384892 0.000000000
400 0.099164377 0.025534637 0.000000000
401 0.038968575 0.075320741 0.000000000
402 0.100722902 0.062389980 0.000000000
403 0.082106056 0.101425398 0.000000000
404 0.041611095 0.042520746 0.000000000
405 0.097811635 0.060234933 0.000000000
406 0.029088980 0.099977645 0.000000000
407 0.014494295 0.047334680 0.000000000
408 0.107602660 0.074656543 0.000000000
409 0.025818574 0.092416011 0.000000000
410 0.117628875 0.020647044 0.000000000
411 0.035975521 0.113588996 0.000000000
412 0.025780805 0.022446301 0.000000000
413 0.117558062 0.000955010 0.000000000
414 0.075414902 0.047680838 0.000000000
415 0.050463729 0.107898165 0.000000000
416 0.079693363 0.081010328 0.000000000
417 0.071738364 0.125135290 0.000000000
418 0.073215792 0.044003772 0.000000000
419 0.111724454 0.081241774 0.000000000
420 0.104854820 0.080722804 0.000000000
421 0.119282740 0.102768600 0.000000000
422 0.021941135 0.086086974 0.000000000
423 0.082739529 0.097126936 0.000000000
424 0.090893626 0.067338328 0.000000000
425 0.063985758 0.052098755 0.000000000
426 0.112233658 0.053574346 0.000000000
427 0.124744412 0.104038357 0.000000000
428 0.116396151 0.086010933 0.000000000
429 0.067212800 0.107578109 0.000000000
430 0.093681182 0.077431890 0.000000000
431 0.002426397 0.054479995 0.000000000
432 0.043514934 0.038341481 0.000000000
433 0.062489226 0.118312393 0.000000000
434 0.053552812 0.061376332 0.000000000
435 0.066184459 0.088492633 0.000000000
436 0.012602721 0.088704492 0.000000000
437 0.048612221 0.051241711 0.000000000
438 0.033463510 0.094008676 0.000000000
439 0.093268076 0.003687874 0.000000000
440 0.061670108 0.009360517 0.000000000
441 0.101481567 0.044979736 0.000000000
442 0.008254875 0.091466168 0.000000000
443 0.066662637 0.048764814 0.000000000
444 0.023176433 0.100124280 0.000000000
445 0.050203424 0.027301054 0.000000000
446 0.018001660 0.020790404 0.000000000
447 0.026948600 0.117396614 0.000000000
448 0.077367305 0.012499936 0.000000000
449 0.121335015 0.108209468 0.000000000
450 0.039244613 0.084736346 0.000000000
451 0.105099104 0.003665954 0.000000000
452 0.104079848 0.022635286 0.000000000
453 0.095315937 0.077748381 0.000000000
454 0.031774489 0.025256800 0.000000000
455 0.094991259 0.107345274 0.000000000
456 0.000518394 0.036828219 0.000000000
457 0.050285563 0.049298091 0.000000000
458 0.059485816 0.071184893 0.000000000
459 0.105086520 0.059982469 0.000000000
460 0.099216749 0.080023625 0.000000000
461 0.054360771 0.039392406 0.000000000
462 0.088035302 0.116940636 0.000000000
463 0.023268142 0.119316561 0.000000000
464 0.005464229 0.005457103 0.000000000
465 0.049449128 0.050282526 0.000000000
466 0.076257304 0.055870482 0.000000000
467 0.021565203 0.043458840 0.000000000
468 0.001122995 0.037951989 0.000000000
469 0.101324131 0.063508843 0.000000000
470 0.110749059 0.086919855 0.000000000
471 0.040029153 0.118621465 0.000000000
472 0.063667243 0.080852028 0.000000000
473 0.041340544 0.076036720 0.000000000
474 0.107635253 0.058749518 0.000000000
475 0.041137644 0.041336224 0.000000000
476 0.077946921 0.047620283 0.000000000
477 0.073672330 0.005567622 0.000000000
478 0.011825457 0.081982728 0.000000000
479 0.105485397 0.089605123 0.000000000
480 0.056907076 0.087010544 0.000000000
481 0.107567139 0.015830408 0.000000000
482 0.024701686 0.047545105 0.000000000
483 0.092020360 0.067902283 0.000000000
484 0.007376452 0.119474470 0.000000000
485 0.091846494 0.049463819 0.000000000
486 0.063760893 0.070983315 0.000000000
487 0.098215604 0.012723141 0.000000000
488 0.072798394 0.037975919 0.000000000
489 0.048353012 0.017348088 0.000000000
490 0.004426805 0.095132975 0.000000000
491 0.084262657 0.020471895 0.000000000
492 0.021546712 0.016802362 0.000000000
493 0.018960669 0.005194278 0.000000000
494 0.004425305 0.051396929 0.000000000
495 0.110773169 0.119365626 0.000000000
496 0.007510819 0.100279710 0.000000000
497 0.086773344 0.089783305 0.000000000
498 0.046097703 0.122959163 0.000000000
499 0.018433016 0.018700681 0.000000000
500 0.019506562 0.110529475 0.000000000
501 0.000905279 0.073295626 0.000000000
502 0.118571021 0.123576651 0.000000000
503 0.002201001 0.107016685 0.000000000
504 0.028827076 0.098696088 0.000000000
505 0.031272087 0.099533849 0.000000000
506 0.122785553 0.012043121 0.000000000
507 0.117667123 0.023095065 0.000000000
508 0.079566275 0.069726695 0.000000000
509 0.109937483 0.005035510 0.000000000
510 0.039820682 0.057071997 0.000000000
511 0.009441747 0.116747422 0.000000000
512 0.072187434 0.091099712 0.000000000
513 0.082734200 0.075514876 0.000000000
514 0.124338245 0.114573692 0.000000000
515 0.074564379 0.019288823 0.000000000
516 0.037354305 0.042392514 0.000000000
517 0.099591443 0.058876827 0.000000000
518 0.038546375 0.109876569 0.000000000
519 0.113859282 0.066137769 0.000000000
520 0.082929729 0.071300552 0.000000000
521 0.076800149 0.094256310 0.000000000
522 0.033029259 0.060399710 0.000000000
523 0.104394920 0.122406129 0.000000000
524 0.027544128 0.111262712 0.000000000
525 0.086889062 0.095703076 0.000000000
526 0.099781859 0.023084055 0.000000000
527 0.056148131 0.093977869 0.000000000
528 0.109749649 0.008205489 0.000000000
529 0.124577473 0.112936264 0.000000000
530 0.061267116 0.101760352 0.000000000
531 0.003181268 0.124500758 0.000000000
532 0.001163489 0.082278607 0.000000000
533 0.042099318 0.001316445 0.000000000
534 0.114920666 0.001739769 0.000000000
535 0.070064846 0.057672341 0.000000000
536 0.059285746 0.074907002 0.000000000
537 0.086703412 0.104404247 0.000000000
538 0.090496937 0.005184612 0.000000000
539 0.124996541 0.007431564 0.000000000
540 0.024029014 0.062235719 0.000000000
541 0.071869395 0.048550798 0.000000000
542 0.100074598 0.011549777 0.000000000
543 0.125214397 0.077669450 0.000000000
544 0.038676774 0.008918316 0.000000000
545 0.070561492 0.119704964 0.000000000
546 0.064265400 0.063161116 0.000000000
547 0.033543064 0.038862425 0.000000000
548 0.065808916 0.124487620 0.000000000
549 0.059869362 0.022274481 0.000000000
550 0.013399278 0.029448794 0.000000000
551 0.009361764 0.025032085 0.000000000
552 0.004384581 0.077135945 0.000000000
553 0.042787180 0.018447824 0.000000000
554 0.011235145 0.041380587 0.000000000
555 0.095233612 0.102468749 0.000000000
556 0.050382766 0.114616754 0.000000000
557 0.059509317 0.056649592 0.000000000
558 0.106607414 0.049852340 0.000000000
559 0.009282857 0.067423157 0.000000000
560 0.010811738 0.104253322 0.000000000
561 0.121053291 0.115085387 0.000000000
562 0.003108479 0.088816919 0.000000000
563 0.072545298 0.113445569 0.000000000
564 0.038243108 0.050120720 0.000000000
565 0.050540241 0.110428822 0.000000000
566 0.114282575 0.067328076 0.000000000
567 0.014247426 0.031646324 0.000000000
568 0.095540922 0.071936065 0.000000000
569 0.013000885 0.090709957 0.000000000
570 0.106192992 0.051111364 0.000000000
571 0.027407089 0.053475735 0.000000000
572 0.073533630 0.048995041 0.000000000
573 0.017385963 0.101351427 0.000000000
574 0.077803292 0.020687792 0.000000000
575 0.112335887 0.091698106 0.000000000
576 0.120496466 0.038650593 0.000000000
577 0.028577493 0.108950233 0.000000000
578 0.124805380 0.066466436 0.000000000
579 0.091836877 0.004752660 0.000000000
580 0.094634512 0.095445734 0.000000000
581 0.076818874 0.106163633 0.000000000
582 0.018181457 0.081102640 0.000000000
583 0.109218526 0.044328469 0.000000000
584 0.081847596 0.053472170 0.000000000
585 0.081313829 0.021734916 0.000000000
586 0.107614023 0.086759779 0.000000000
587 0.070204439 0.101739041 0.000000000
588 0.043334472 0.056464929 0.000000000
589 0.072682875 0.099855891 0.000000000
590 0.099924259 0.048302433 0.000000000
591 0.019438712 0.013395574 0.000000000
592 0.025073439 0.087722066 0.000000000
593 0.076968179 0.021623626 0.000000000
594 0.099324685 0.067779139 0.000000000
595 0.109978230 0.098273917 0.000000000
596 0.070065155 0.068610090 0.000000000
597 0.029802791 0.053146523 0.000000000
598 0.078234234 0.052401184 0.000000000
599 0.067827944 0.101237467 0.000000000
600 0.030996636 0.006327828 0.000000000
601 0.014948425 0.043141613 0.000000000
602 0.117614048 0.069730505 0.000000000
603 0.017167126 0.029108954 0.000000000
604 0.036850947 0.046748499 0.000000000
605 0.023777380 0.029483504 0.000000000
606 0.056368830 0.019575522 0.000000000
607 0.035251965 0.076019124 0.000000000
608 0.072388796 0.097437272 0.000000000
609 0.057781796 0.099179267 0.000000000
610 0.120838715 0.110729288 0.000000000
611 0.105066966 0.035489066 0.000000000
612 0.075221731 0.087655905 0.000000000
613 0.091308552 0.092987854 0.000000000
614 0.106387166 0.071283238 0.000000000
615 0.035040219 0.013342285 0.000000000
616 0.123197816 0.118168446 0.000000000
617 0.016743562 0.124204258 0.000000000
618 0.096834960 0.008691032 0.000000000
619 0.099689228 0.063132247 0.000000000
620 0.106379567 0.096709010 0.000000000
621 0.049291548 0.075721500 0.000000000
622 0.056839671 0.050915363 0.000000000
623 0.086643075 0.086611075 0.000000000
624 0.078921685 0.113359258 0.000000000
625 0.066969481 0.082294585 0.000000000
626 0.101575196 0.036918289 0.000000000
627 0.105287327 0.022246951 0.000000000
628 0.087012258 0.110783929 0.000000000
629 0.061381052 0.040193620 0.000000000
630 0.123627822 0.107123989 0.000000000
631 0.042495836 0.060737615 0.000000000
632 0.103122382 0.021765401 0.000000000
633 0.065104805 0.099797515 0.000000000
634 0.030192203 0.032476297 0.000000000
635 0.045572101 0.064635995 0.000000000
636 0.024248745 0.043134500 0.000000000
637 0.024571122 0.027059942 0.000000000
638 0.099313657 0.017133166 0.000000000
639 0.057764265 0.010436150 0.000000000
640 0.062098171 0.007889098 0.000000000
641 0.020041633 0.038423930 0.000000000
642 0.015790826 0.023250474 0.000000000
643 0.031028577 0.010724502 0.000000000
644 0.034116464 0.121494227 0.000000000
645 0.049372557 0.081130037 0.000000000
646 0.006428122 0.083838299 0.000000000
647 0.117668389 0.055121675 0.000000000
648 0.053279721 0.099065465 0.000000000
649 0.044257351 0.025929353 0.000000000
650 0.099215172 0.081297156 0.000000000
651 0.064693504 0.081624817 0.000000000
652 0.117147641 0.028490358 0.000000000
653 0.113280333 0.086134802 0.000000000
654 0.025326368 0.016652569 0.000000000
655 0.034977138 0.114375802 0.000000000
656 0.005934851 0.077958504 0.000000000
657 0.028624139 0.037858523 0.000000000
658 0.037233018 0.102083591 0.000000000
659 0.069180012 0.003853464 0.000000000
660 0.001688917 0.086860048 0.000000000
661 0.109443861 0.052200650 0.000000000
662 0.089569596 0.063465895 0.000000000
663 0.059377659 0.059455115 0.000000000
664 0.122388048 0.095983707 0.000000000
665 0.085710276 0.006100220 0.000000000
666 0.029715449 0.078187002 0.000000000
667 0.064007828 0.009547652 0.000000000
668 0.096691979 0.101047116 0.000000000
669 0.068437513 0.068937386 0.000000000
670 0.023803177 0.087754368 0.000000000
671 0.006713520 0.028972110 0.000000000
672 0.123130375 0.092374650 0.000000000
673 0.036218020 0.124994906 0.000000000
674 0.124762551 0.061889383 0.000000000
675 0.088980890 0.047535533 0.000000000
676 0.079575652 0.009302524 0.000000000
677 0.044809834 0.058316752 0.000000000
678 0.090608301 0.024347829 0.000000000
679 0.094756546 0.027558933 0.000000000
680 0.060394005 0.058662087 0.000000000
681 0.107035390 0.037189925 0.000000000
682 0.044380220 0.069811727 0.000000000
683 0.100262049 0.122028990 0.000000000
684 0.054470138 0.119776367 0.000000000
685 0.053746444 0.105962713 0.000000000
686 0.084342528 0.084632062 0.000000000
687 0.032680324 0.065945483 0.000000000
688 0.071481675 0.011590506 0.000000000
689 0.066238764 0.089768660 0.000000000
690 0.067558179 0.092256734 0.000000000
691 0.033034050 0.115448122 0.000000000
692 0.029082463 0.104096669 0.000000000
693 0.094358258 0.064609230 0.000000000
694 0.076355296 0.081788005 0.000000000
695 0.023901890 0.039468492 0.000000000
696 0.122243535 0.055296012 0.000000000
697 0.092456604 0.028593815 0.000000000
698 0.019475783 0.114948597 0.000000000
